dayhour,cnt
2014-06-21 14,2512
2014-06-21 15,2432
2014-06-21 16,2299
2014-06-21 17,2608
2014-06-21 18,2192
2014-06-21 19,1990
2014-06-21 20,1496
2014-06-21 21,1064
2014-06-21 22,802
2014-06-21 23,673
2014-06-22 00,548
2014-06-22 01,349
2014-06-22 02,217
2014-06-22 03,170
2014-06-22 04,118
2014-06-22 05,69
2014-06-22 06,134
2014-06-22 07,242
2014-06-22 08,520
2014-06-22 09,955
2014-06-22 10,1490
2014-06-22 11,1964
2014-06-22 12,2192
2014-06-22 13,2340
2014-06-22 14,2518
2014-06-22 15,2552
2014-06-22 16,2614
2014-06-22 17,2796
2014-06-22 18,1789
2014-06-22 19,1323
2014-06-22 20,2088
2014-06-22 21,1169
2014-06-22 22,769
2014-06-22 23,491
2014-06-23 00,238
2014-06-23 01,122
2014-06-23 02,59
2014-06-23 03,39
2014-06-23 04,46
2014-06-23 05,185
2014-06-23 06,864
2014-06-23 07,1785
2014-06-23 08,2896
2014-06-23 09,2119
2014-06-23 10,1102
2014-06-23 11,1076
2014-06-23 12,1354
2014-06-23 13,1406
2014-06-23 14,1521
2014-06-23 15,1675
2014-06-23 16,2042
2014-06-23 17,3259
2014-06-23 18,3672
2014-06-23 19,2714
2014-06-23 20,1883
2014-06-23 21,1220
2014-06-23 22,815
2014-06-23 23,488
2014-06-24 00,294
2014-06-24 01,108
2014-06-24 02,59
2014-06-24 03,32
2014-06-24 04,43
2014-06-24 05,241
2014-06-24 06,980
2014-06-24 07,1964
2014-06-24 08,3313
2014-06-24 09,2502
2014-06-24 10,1300
2014-06-24 11,1388
2014-06-24 12,1528
2014-06-24 13,1449
2014-06-24 14,1619
2014-06-24 15,1712
2014-06-24 16,2181
2014-06-24 17,3603
2014-06-24 18,3998
2014-06-24 19,2808
2014-06-24 20,1979
2014-06-24 21,1325
2014-06-24 22,925
2014-06-24 23,546
2014-06-25 00,318
2014-06-25 01,116
2014-06-25 02,75
2014-06-25 03,44
2014-06-25 04,52
2014-06-25 05,202
2014-06-25 06,973
2014-06-25 07,1855
2014-06-25 08,3252
2014-06-25 09,2420
2014-06-25 10,1278
2014-06-25 11,1255
2014-06-25 12,1479
2014-06-25 13,1510
2014-06-25 14,1593
2014-06-25 15,1731
2014-06-25 16,2097
2014-06-25 17,3527
2014-06-25 18,3750
2014-06-25 19,2371
2014-06-25 20,1594
2014-06-25 21,1277
2014-06-25 22,978
2014-06-25 23,593
2014-06-26 00,181
2014-06-26 01,80
2014-06-26 02,36
2014-06-26 03,29
2014-06-26 04,35
2014-06-26 05,199
2014-06-26 06,872
2014-06-26 07,1865
2014-06-26 08,3243
2014-06-26 09,2337
2014-06-26 10,1355
2014-06-26 11,1580
2014-06-26 12,1392
2014-06-26 13,1371
2014-06-26 14,1862
2014-06-26 15,1765
2014-06-26 16,2126
2014-06-26 17,3489
2014-06-26 18,3593
2014-06-26 19,2578
2014-06-26 20,1808
2014-06-26 21,1327
2014-06-26 22,1013
2014-06-26 23,710
2014-06-27 00,418
2014-06-27 01,219
2014-06-27 02,125
2014-06-27 03,86
2014-06-27 04,67
2014-06-27 05,218
2014-06-27 06,795
2014-06-27 07,1642
2014-06-27 08,2857
2014-06-27 09,2445
2014-06-27 10,1333
2014-06-27 11,1430
2014-06-27 12,1747
2014-06-27 13,1940
2014-06-27 14,1998
2014-06-27 15,2274
2014-06-27 16,2876
2014-06-27 17,3643
2014-06-27 18,3095
2014-06-27 19,2328
2014-06-27 20,1557
2014-06-27 21,1059
2014-06-27 22,892
2014-06-27 23,779
2014-06-28 00,539
2014-06-28 01,334
2014-06-28 02,261
2014-06-28 03,155
2014-06-28 04,98
2014-06-28 05,79
2014-06-28 06,175
2014-06-28 07,319
2014-06-28 08,731
2014-06-28 09,1219
2014-06-28 10,1690
2014-06-28 11,2109
2014-06-28 12,2083
2014-06-28 13,2006
2014-06-28 14,1929
2014-06-28 15,2652
2014-06-28 16,2203
2014-06-28 17,2048
2014-06-28 18,2156
2014-06-28 19,1788
2014-06-28 20,1392
2014-06-28 21,995
2014-06-28 22,837
2014-06-28 23,709
2014-06-29 00,514
2014-06-29 01,374
2014-06-29 02,275
2014-06-29 03,193
2014-06-29 04,123
2014-06-29 05,87
2014-06-29 06,139
2014-06-29 07,265
2014-06-29 08,535
2014-06-29 09,1051
2014-06-29 10,1458
2014-06-29 11,1937
2014-06-29 12,1925
2014-06-29 13,1832
2014-06-29 14,2208
2014-06-29 15,2408
2014-06-29 16,2383
2014-06-29 17,2129
2014-06-29 18,1989
2014-06-29 19,2143
2014-06-29 20,1455
2014-06-29 21,1071
2014-06-29 22,907
2014-06-29 23,585
2014-06-30 00,284
2014-06-30 01,115
2014-06-30 02,87
2014-06-30 03,39
2014-06-30 04,58
2014-06-30 05,207
2014-06-30 06,822
2014-06-30 07,1714
2014-06-30 08,2799
2014-06-30 09,2116
2014-06-30 10,1244
2014-06-30 11,1163
2014-06-30 12,1419
2014-06-30 13,1379
2014-06-30 14,1502
2014-06-30 15,1670
2014-06-30 16,2131
2014-06-30 17,3357
2014-06-30 18,3842
2014-06-30 19,2884
2014-06-30 20,1986
2014-06-30 21,1326
2014-06-30 22,849
2014-06-30 23,604
2014-07-01 00,276
2014-07-01 01,130
2014-07-01 02,84
2014-07-01 03,48
2014-07-01 04,50
2014-07-01 05,211
2014-07-01 06,999
2014-07-01 07,1877
2014-07-01 08,3201
2014-07-01 09,2334
2014-07-01 10,1319
2014-07-01 11,1226
2014-07-01 12,1417
2014-07-01 13,1473
2014-07-01 14,1615
2014-07-01 15,2124
2014-07-01 16,2022
2014-07-01 17,2599
2014-07-01 18,3797
2014-07-01 19,2935
2014-07-01 20,2053
2014-07-01 21,1397
2014-07-01 22,1021
2014-07-01 23,646
2014-07-02 00,327
2014-07-02 01,151
2014-07-02 02,73
2014-07-02 03,58
2014-07-02 04,51
2014-07-02 05,219
2014-07-02 06,980
2014-07-02 07,1778
2014-07-02 08,2919
2014-07-02 09,2392
2014-07-02 10,1261
2014-07-02 11,1162
2014-07-02 12,1414
2014-07-02 13,1499
2014-07-02 14,1444
2014-07-02 15,1635
2014-07-02 16,2062
2014-07-02 17,3361
2014-07-02 18,1741
2014-07-02 19,566
2014-07-02 20,470
2014-07-02 21,451
2014-07-02 22,235
2014-07-02 23,333
2014-07-03 00,224
2014-07-03 01,125
2014-07-03 02,60
2014-07-03 03,50
2014-07-03 04,42
2014-07-03 05,145
2014-07-03 06,668
2014-07-03 07,1442
2014-07-03 08,2594
2014-07-03 09,2087
2014-07-03 10,1239
2014-07-03 11,1298
2014-07-03 12,1671
2014-07-03 13,1962
2014-07-03 14,2188
2014-07-03 15,2434
2014-07-03 16,2495
2014-07-03 17,2490
2014-07-03 18,2087
2014-07-03 19,918
2014-07-03 20,279
2014-07-03 21,302
2014-07-03 22,428
2014-07-03 23,359
2014-07-04 00,279
2014-07-04 01,179
2014-07-04 02,124
2014-07-04 03,100
2014-07-04 04,67
2014-07-04 05,61
2014-07-04 06,141
2014-07-04 07,248
2014-07-04 08,448
2014-07-04 09,694
2014-07-04 10,1003
2014-07-04 11,1464
2014-07-04 12,891
2014-07-04 13,438
2014-07-04 14,336
2014-07-04 15,450
2014-07-04 16,453
2014-07-04 17,653
2014-07-04 18,1140
2014-07-04 19,1098
2014-07-04 20,984
2014-07-04 21,691
2014-07-04 22,1098
2014-07-04 23,572
2014-07-05 00,362
2014-07-05 01,221
2014-07-05 02,139
2014-07-05 03,83
2014-07-05 04,70
2014-07-05 05,51
2014-07-05 06,119
2014-07-05 07,247
2014-07-05 08,475
2014-07-05 09,802
2014-07-05 10,1214
2014-07-05 11,1514
2014-07-05 12,1665
2014-07-05 13,1676
2014-07-05 14,1894
2014-07-05 15,2050
2014-07-05 16,1877
2014-07-05 17,1614
2014-07-05 18,1560
2014-07-05 19,1699
2014-07-05 20,1272
2014-07-05 21,987
2014-07-05 22,758
2014-07-05 23,564
2014-07-06 00,396
2014-07-06 01,269
2014-07-06 02,150
2014-07-06 03,135
2014-07-06 04,68
2014-07-06 05,57
2014-07-06 06,112
2014-07-06 07,253
2014-07-06 08,463
2014-07-06 09,766
2014-07-06 10,1183
2014-07-06 11,1462
2014-07-06 12,1739
2014-07-06 13,1959
2014-07-06 14,2120
2014-07-06 15,2041
2014-07-06 16,2072
2014-07-06 17,1873
2014-07-06 18,1848
2014-07-06 19,1661
2014-07-06 20,1252
2014-07-06 21,877
2014-07-06 22,639
2014-07-06 23,427
2014-07-07 00,196
2014-07-07 01,96
2014-07-07 02,53
2014-07-07 03,52
2014-07-07 04,45
2014-07-07 05,194
2014-07-07 06,828
2014-07-07 07,1652
2014-07-07 08,2777
2014-07-07 09,2033
2014-07-07 10,1078
2014-07-07 11,1033
2014-07-07 12,1266
2014-07-07 13,1354
2014-07-07 14,1363
2014-07-07 15,1481
2014-07-07 16,1973
2014-07-07 17,3406
2014-07-07 18,3706
2014-07-07 19,2641
2014-07-07 20,2001
2014-07-07 21,1266
2014-07-07 22,862
2014-07-07 23,507
2014-07-08 00,229
2014-07-08 01,45
2014-07-08 02,41
2014-07-08 03,23
2014-07-08 04,45
2014-07-08 05,217
2014-07-08 06,949
2014-07-08 07,1869
2014-07-08 08,2927
2014-07-08 09,2404
2014-07-08 10,1237
2014-07-08 11,1087
2014-07-08 12,1291
2014-07-08 13,1404
2014-07-08 14,1302
2014-07-08 15,1559
2014-07-08 16,1813
2014-07-08 17,3298
2014-07-08 18,3903
2014-07-08 19,2734
2014-07-08 20,1968
2014-07-08 21,1302
2014-07-08 22,633
2014-07-08 23,433
2014-07-09 00,245
2014-07-09 01,124
2014-07-09 02,68
2014-07-09 03,36
2014-07-09 04,49
2014-07-09 05,200
2014-07-09 06,1037
2014-07-09 07,1826
2014-07-09 08,3294
2014-07-09 09,2479
2014-07-09 10,1365
2014-07-09 11,1228
2014-07-09 12,1325
2014-07-09 13,1470
2014-07-09 14,1454
2014-07-09 15,1713
2014-07-09 16,1953
2014-07-09 17,3196
2014-07-09 18,3466
2014-07-09 19,3060
2014-07-09 20,1845
2014-07-09 21,1339
2014-07-09 22,994
2014-07-09 23,660
2014-07-10 00,331
2014-07-10 01,169
2014-07-10 02,77
2014-07-10 03,47
2014-07-10 04,52
2014-07-10 05,212
2014-07-10 06,905
2014-07-10 07,1906
2014-07-10 08,3290
2014-07-10 09,2475
2014-07-10 10,1348
2014-07-10 11,1211
2014-07-10 12,1576
2014-07-10 13,1552
2014-07-10 14,1616
2014-07-10 15,1681
2014-07-10 16,2250
2014-07-10 17,3810
2014-07-10 18,3822
2014-07-10 19,2787
2014-07-10 20,1995
2014-07-10 21,1370
2014-07-10 22,1099
2014-07-10 23,707
2014-07-11 00,408
2014-07-11 01,248
2014-07-11 02,108
2014-07-11 03,76
2014-07-11 04,46
2014-07-11 05,184
2014-07-11 06,870
2014-07-11 07,1715
2014-07-11 08,3144
2014-07-11 09,2401
2014-07-11 10,1362
2014-07-11 11,1302
2014-07-11 12,1665
2014-07-11 13,1877
2014-07-11 14,1954
2014-07-11 15,2068
2014-07-11 16,2686
2014-07-11 17,3351
2014-07-11 18,3025
2014-07-11 19,2283
2014-07-11 20,1623
2014-07-11 21,1110
2014-07-11 22,844
2014-07-11 23,650
2014-07-12 00,472
2014-07-12 01,311
2014-07-12 02,204
2014-07-12 03,160
2014-07-12 04,95
2014-07-12 05,65
2014-07-12 06,203
2014-07-12 07,360
2014-07-12 08,764
2014-07-12 09,1240
2014-07-12 10,1506
2014-07-12 11,1994
2014-07-12 12,2116
2014-07-12 13,2228
2014-07-12 14,2238
2014-07-12 15,2378
2014-07-12 16,2131
2014-07-12 17,1960
2014-07-12 18,2196
2014-07-12 19,1938
2014-07-12 20,1470
2014-07-12 21,1051
2014-07-12 22,878
2014-07-12 23,760
2014-07-13 00,555
2014-07-13 01,374
2014-07-13 02,268
2014-07-13 03,160
2014-07-13 04,98
2014-07-13 05,72
2014-07-13 06,122
2014-07-13 07,258
2014-07-13 08,502
2014-07-13 09,916
2014-07-13 10,1004
2014-07-13 11,1606
2014-07-13 12,2028
2014-07-13 13,2368
2014-07-13 14,2549
2014-07-13 15,1598
2014-07-13 16,1122
2014-07-13 17,1632
2014-07-13 18,2330
2014-07-13 19,1781
2014-07-13 20,1396
2014-07-13 21,1041
2014-07-13 22,713
2014-07-13 23,376
2014-07-14 00,32
2014-07-14 01,23
2014-07-14 02,27
2014-07-14 03,29
2014-07-14 04,44
2014-07-14 05,205
2014-07-14 06,837
2014-07-14 07,1664
2014-07-14 08,2790
2014-07-14 09,2020
2014-07-14 10,1033
2014-07-14 11,986
2014-07-14 12,1281
2014-07-14 13,1348
2014-07-14 14,1418
2014-07-14 15,1538
2014-07-14 16,2006
2014-07-14 17,3383
2014-07-14 18,2711
2014-07-14 19,1586
2014-07-14 20,436
2014-07-14 21,233
2014-07-14 22,106
2014-07-14 23,89
2014-07-15 00,101
2014-07-15 01,87
2014-07-15 02,35
2014-07-15 03,22
2014-07-15 04,44
2014-07-15 05,242
2014-07-15 06,999
2014-07-15 07,1799
2014-07-15 08,3071
2014-07-15 09,2445
2014-07-15 10,1184
2014-07-15 11,1121
2014-07-15 12,1312
2014-07-15 13,1493
2014-07-15 14,429
2014-07-15 15,536
2014-07-15 16,1282
2014-07-15 17,2982
2014-07-15 18,2017
2014-07-15 19,332
2014-07-15 20,193
2014-07-15 21,377
2014-07-15 22,505
2014-07-15 23,355
2014-07-16 00,212
2014-07-16 01,109
2014-07-16 02,55
2014-07-16 03,40
2014-07-16 04,40
2014-07-16 05,227
2014-07-16 06,858
2014-07-16 07,1674
2014-07-16 08,2569
2014-07-16 09,2394
2014-07-16 10,1245
2014-07-16 11,1167
2014-07-16 12,1439
2014-07-16 13,1617
2014-07-16 14,1471
2014-07-16 15,1649
2014-07-16 16,2218
2014-07-16 17,3724
2014-07-16 18,4217
2014-07-16 19,3074
2014-07-16 20,2121
2014-07-16 21,1457
2014-07-16 22,1056
2014-07-16 23,758
2014-07-17 00,408
2014-07-17 01,174
2014-07-17 02,74
2014-07-17 03,41
2014-07-17 04,56
2014-07-17 05,248
2014-07-17 06,983
2014-07-17 07,1935
2014-07-17 08,3495
2014-07-17 09,2711
2014-07-17 10,1447
2014-07-17 11,1296
2014-07-17 12,1660
2014-07-17 13,1658
2014-07-17 14,1688
2014-07-17 15,1779
2014-07-17 16,2325
2014-07-17 17,3860
2014-07-17 18,4198
2014-07-17 19,3062
2014-07-17 20,2159
2014-07-17 21,1452
2014-07-17 22,1153
2014-07-17 23,757
2014-07-18 00,451
2014-07-18 01,224
2014-07-18 02,113
2014-07-18 03,67
2014-07-18 04,78
2014-07-18 05,200
2014-07-18 06,834
2014-07-18 07,1790
2014-07-18 08,3220
2014-07-18 09,2499
2014-07-18 10,1457
2014-07-18 11,1412
2014-07-18 12,1673
2014-07-18 13,1919
2014-07-18 14,2101
2014-07-18 15,2265
2014-07-18 16,2733
2014-07-18 17,3445
2014-07-18 18,3055
2014-07-18 19,2300
2014-07-18 20,1646
2014-07-18 21,1078
2014-07-18 22,861
2014-07-18 23,684
2014-07-19 00,517
2014-07-19 01,295
2014-07-19 02,240
2014-07-19 03,181
2014-07-19 04,114
2014-07-19 05,69
2014-07-19 06,180
2014-07-19 07,349
2014-07-19 08,702
2014-07-19 09,1175
2014-07-19 10,1544
2014-07-19 11,1905
2014-07-19 12,2177
2014-07-19 13,2318
2014-07-19 14,2364
2014-07-19 15,2394
2014-07-19 16,2349
2014-07-19 17,2271
2014-07-19 18,2056
2014-07-19 19,1897
2014-07-19 20,1520
2014-07-19 21,1085
2014-07-19 22,900
2014-07-19 23,689
2014-07-20 00,591
2014-07-20 01,375
2014-07-20 02,253
2014-07-20 03,172
2014-07-20 04,106
2014-07-20 05,66
2014-07-20 06,124
2014-07-20 07,243
2014-07-20 08,472
2014-07-20 09,887
2014-07-20 10,1340
2014-07-20 11,1789
2014-07-20 12,2200
2014-07-20 13,2456
2014-07-20 14,2616
2014-07-20 15,2649
2014-07-20 16,2710
2014-07-20 17,2416
2014-07-20 18,2502
2014-07-20 19,2130
2014-07-20 20,1657
2014-07-20 21,1098
2014-07-20 22,892
2014-07-20 23,552
2014-07-21 00,269
2014-07-21 01,150
2014-07-21 02,78
2014-07-21 03,43
2014-07-21 04,45
2014-07-21 05,218
2014-07-21 06,909
2014-07-21 07,1808
2014-07-21 08,3130
2014-07-21 09,2334
2014-07-21 10,1201
2014-07-21 11,1176
2014-07-21 12,1460
2014-07-21 13,1568
2014-07-21 14,1483
2014-07-21 15,1631
2014-07-21 16,2213
2014-07-21 17,3891
2014-07-21 18,4162
2014-07-21 19,3021
2014-07-21 20,2041
2014-07-21 21,1324
2014-07-21 22,970
2014-07-21 23,545
2014-07-22 00,225
2014-07-22 01,125
2014-07-22 02,64
2014-07-22 03,47
2014-07-22 04,61
2014-07-22 05,241
2014-07-22 06,1040
2014-07-22 07,2025
2014-07-22 08,3344
2014-07-22 09,2587
2014-07-22 10,1417
2014-07-22 11,1276
2014-07-22 12,1514
2014-07-22 13,1531
2014-07-22 14,1463
2014-07-22 15,1581
2014-07-22 16,2192
2014-07-22 17,3911
2014-07-22 18,3958
2014-07-22 19,3108
2014-07-22 20,2110
2014-07-22 21,1388
2014-07-22 22,1006
2014-07-22 23,672
2014-07-23 00,331
2014-07-23 01,155
2014-07-23 02,71
2014-07-23 03,36
2014-07-23 04,52
2014-07-23 05,247
2014-07-23 06,1049
2014-07-23 07,1978
2014-07-23 08,3294
2014-07-23 09,2547
2014-07-23 10,1438
2014-07-23 11,1298
2014-07-23 12,1513
2014-07-23 13,1545
2014-07-23 14,1456
2014-07-23 15,1645
2014-07-23 16,2151
2014-07-23 17,3623
2014-07-23 18,3925
2014-07-23 19,2761
2014-07-23 20,1496
2014-07-23 21,604
2014-07-23 22,565
2014-07-23 23,393
2014-07-24 00,181
2014-07-24 01,123
2014-07-24 02,78
2014-07-24 03,38
2014-07-24 04,49
2014-07-24 05,244
2014-07-24 06,946
2014-07-24 07,1878
2014-07-24 08,3202
2014-07-24 09,2539
2014-07-24 10,1280
2014-07-24 11,1226
2014-07-24 12,1565
2014-07-24 13,1619
2014-07-24 14,1628
2014-07-24 15,1729
2014-07-24 16,2359
2014-07-24 17,3883
2014-07-24 18,4043
2014-07-24 19,2903
2014-07-24 20,1942
2014-07-24 21,1374
2014-07-24 22,1088
2014-07-24 23,776
2014-07-25 00,447
2014-07-25 01,230
2014-07-25 02,136
2014-07-25 03,58
2014-07-25 04,65
2014-07-25 05,230
2014-07-25 06,899
2014-07-25 07,1838
2014-07-25 08,3174
2014-07-25 09,2361
2014-07-25 10,1452
2014-07-25 11,1498
2014-07-25 12,1824
2014-07-25 13,2043
2014-07-25 14,2161
2014-07-25 15,2309
2014-07-25 16,2820
2014-07-25 17,3460
2014-07-25 18,3107
2014-07-25 19,2198
2014-07-25 20,1495
2014-07-25 21,1039
2014-07-25 22,860
2014-07-25 23,680
2014-07-26 00,484
2014-07-26 01,374
2014-07-26 02,218
2014-07-26 03,186
2014-07-26 04,106
2014-07-26 05,63
2014-07-26 06,185
2014-07-26 07,405
2014-07-26 08,688
2014-07-26 09,1101
2014-07-26 10,1487
2014-07-26 11,1728
2014-07-26 12,1839
2014-07-26 13,2250
2014-07-26 14,2305
2014-07-26 15,2259
2014-07-26 16,2214
2014-07-26 17,1740
2014-07-26 18,1969
2014-07-26 19,1686
2014-07-26 20,1420
2014-07-26 21,924
2014-07-26 22,874
2014-07-26 23,674
2014-07-27 00,568
2014-07-27 01,377
2014-07-27 02,264
2014-07-27 03,191
2014-07-27 04,117
2014-07-27 05,52
2014-07-27 06,98
2014-07-27 07,211
2014-07-27 08,482
2014-07-27 09,810
2014-07-27 10,1184
2014-07-27 11,1676
2014-07-27 12,1931
2014-07-27 13,2127
2014-07-27 14,2210
2014-07-27 15,2294
2014-07-27 16,2265
2014-07-27 17,2266
2014-07-27 18,2168
2014-07-27 19,1962
2014-07-27 20,1496
2014-07-27 21,1109
2014-07-27 22,761
2014-07-27 23,385
2014-07-28 00,154
2014-07-28 01,32
2014-07-28 02,31
2014-07-28 03,13
2014-07-28 04,40
2014-07-28 05,198
2014-07-28 06,817
2014-07-28 07,1711
2014-07-28 08,2778
2014-07-28 09,2212
2014-07-28 10,1110
2014-07-28 11,1054
2014-07-28 12,1432
2014-07-28 13,1476
2014-07-28 14,1442
2014-07-28 15,1620
2014-07-28 16,2198
2014-07-28 17,3631
2014-07-28 18,3820
2014-07-28 19,2867
2014-07-28 20,1894
2014-07-28 21,1250
2014-07-28 22,907
2014-07-28 23,502
2014-07-29 00,263
2014-07-29 01,110
2014-07-29 02,54
2014-07-29 03,37
2014-07-29 04,56
2014-07-29 05,252
2014-07-29 06,1066
2014-07-29 07,1993
2014-07-29 08,3387
2014-07-29 09,2439
2014-07-29 10,1394
2014-07-29 11,1311
2014-07-29 12,1630
2014-07-29 13,1618
2014-07-29 14,1624
2014-07-29 15,1712
2014-07-29 16,2325
2014-07-29 17,4062
2014-07-29 18,4120
2014-07-29 19,2863
2014-07-29 20,1931
2014-07-29 21,1270
2014-07-29 22,945
2014-07-29 23,630
2014-07-30 00,301
2014-07-30 01,139
2014-07-30 02,74
2014-07-30 03,58
2014-07-30 04,63
2014-07-30 05,245
2014-07-30 06,1054
2014-07-30 07,1957
2014-07-30 08,3444
2014-07-30 09,2591
2014-07-30 10,1350
2014-07-30 11,1286
2014-07-30 12,1589
2014-07-30 13,1806
2014-07-30 14,1686
2014-07-30 15,1780
2014-07-30 16,2321
2014-07-30 17,3907
2014-07-30 18,3914
2014-07-30 19,2803
2014-07-30 20,1950
2014-07-30 21,1305
2014-07-30 22,1073
2014-07-30 23,681
2014-07-31 00,328
2014-07-31 01,154
2014-07-31 02,79
2014-07-31 03,47
2014-07-31 04,58
2014-07-31 05,230
2014-07-31 06,972
2014-07-31 07,1868
2014-07-31 08,3301
2014-07-31 09,2376
2014-07-31 10,1336
2014-07-31 11,1373
2014-07-31 12,1638
2014-07-31 13,1711
2014-07-31 14,1630
2014-07-31 15,1751
2014-07-31 16,2241
2014-07-31 17,3605
2014-07-31 18,3687
2014-07-31 19,2514
2014-07-31 20,1651
2014-07-31 21,1213
2014-07-31 22,975
2014-07-31 23,720
2014-08-01 00,393
2014-08-01 01,171
2014-08-01 02,126
2014-08-01 03,53
2014-08-01 04,69
2014-08-01 05,208
2014-08-01 06,823
2014-08-01 07,1632
2014-08-01 08,2950
2014-08-01 09,2272
2014-08-01 10,1365
2014-08-01 11,1406
2014-08-01 12,1682
2014-08-01 13,1884
2014-08-01 14,1922
2014-08-01 15,1952
2014-08-01 16,2496
2014-08-01 17,2958
2014-08-01 18,2711
2014-08-01 19,1966
2014-08-01 20,1329
2014-08-01 21,953
2014-08-01 22,722
2014-08-01 23,611
2014-08-02 00,481
2014-08-02 01,346
2014-08-02 02,201
2014-08-02 03,101
2014-08-02 04,29
2014-08-02 05,17
2014-08-02 06,34
2014-08-02 07,70
2014-08-02 08,220
2014-08-02 09,722
2014-08-02 10,1316
2014-08-02 11,2016
2014-08-02 12,2376
2014-08-02 13,2344
2014-08-02 14,2302
2014-08-02 15,2444
2014-08-02 16,2273
2014-08-02 17,2234
2014-08-02 18,1963
2014-08-02 19,1705
2014-08-02 20,1299
2014-08-02 21,964
2014-08-02 22,717
2014-08-02 23,610
2014-08-03 00,497
2014-08-03 01,310
2014-08-03 02,171
2014-08-03 03,111
2014-08-03 04,96
2014-08-03 05,62
2014-08-03 06,64
2014-08-03 07,69
2014-08-03 08,216
2014-08-03 09,594
2014-08-03 10,1170
2014-08-03 11,1660
2014-08-03 12,1895
2014-08-03 13,2143
2014-08-03 14,2205
2014-08-03 15,2202
2014-08-03 16,2186
2014-08-03 17,2253
2014-08-03 18,2082
2014-08-03 19,1826
2014-08-03 20,1344
2014-08-03 21,967
2014-08-03 22,739
2014-08-03 23,414
2014-08-04 00,228
2014-08-04 01,125
2014-08-04 02,56
2014-08-04 03,42
2014-08-04 04,46
2014-08-04 05,215
2014-08-04 06,888
2014-08-04 07,1717
2014-08-04 08,2834
2014-08-04 09,2210
2014-08-04 10,1293
2014-08-04 11,1200
2014-08-04 12,1426
2014-08-04 13,1495
2014-08-04 14,1579
2014-08-04 15,1668
2014-08-04 16,2181
2014-08-04 17,3667
2014-08-04 18,3826
2014-08-04 19,2694
2014-08-04 20,1942
2014-08-04 21,1184
2014-08-04 22,813
2014-08-04 23,493
2014-08-05 00,257
2014-08-05 01,105
2014-08-05 02,69
2014-08-05 03,33
2014-08-05 04,57
2014-08-05 05,245
2014-08-05 06,960
2014-08-05 07,1793
2014-08-05 08,3070
2014-08-05 09,2219
2014-08-05 10,1252
2014-08-05 11,1198
2014-08-05 12,1512
2014-08-05 13,1590
2014-08-05 14,1545
2014-08-05 15,1631
2014-08-05 16,2134
2014-08-05 17,3539
2014-08-05 18,3776
2014-08-05 19,2717
2014-08-05 20,1834
2014-08-05 21,1288
2014-08-05 22,944
2014-08-05 23,624
2014-08-06 00,306
2014-08-06 01,134
2014-08-06 02,77
2014-08-06 03,47
2014-08-06 04,53
2014-08-06 05,229
2014-08-06 06,991
2014-08-06 07,1854
2014-08-06 08,3198
2014-08-06 09,2527
2014-08-06 10,1355
2014-08-06 11,1280
2014-08-06 12,1499
2014-08-06 13,1584
